0,0000 0,00 0,00 0,00 0,00 0,00 0,00
6138,0000 84,52 9,72 0,00 25,09 -672,08 489,56
6138,0000 84,52 9,72 0,00 25,08 -672,08 489,56
6152,0000 84,52 9,72 0,00 25,08 -672,08 489,55
6154,0000 84,52 9,72 0,00 25,08 -672,08 489,55
6168,0000 84,30 9,35 0,00 25,08 -672,08 489,55
6169,0000 84,30 9,35 0,00 25,08 -672,08 489,55
6170,0000 84,30 9,35 0,00 25,08 -672,09 489,55
6181,0000 84,47 9,58 0,00 25,07 -672,09 489,55
6182,0000 84,47 9,58 0,00 25,07 -672,09 489,55
6198,0000 84,38 9,39 0,00 25,07 -672,09 489,55
6199,0000 84,38 9,39 0,00 25,07 -672,09 489,55
6200,0000 84,38 9,39 0,00 25,07 -672,09 489,55
6211,0000 84,25 9,34 0,00 25,07 -672,09 489,55
6212,0000 84,25 9,34 0,00 25,07 -672,09 489,55
6225,0000 84,25 9,34 0,00 25,07 -672,09 489,55
6226,0000 84,25 9,34 0,00 25,07 -672,09 489,55
6227,0000 84,25 9,34 0,00 25,07 -672,09 489,55
6238,0000 84,45 9,51 0,00 25,07 -672,09 489,55
6239,0000 84,45 9,51 0,00 25,07 -672,09 489,55
6294,0000 84,39 9,44 0,00 25,07 -672,09 489,55
6295,0000 84,39 9,44 0,00 25,07 -672,09 489,55
6296,0000 84,39 9,44 0,00 25,07 -672,09 489,55
6324,0000 84,22 9,25 0,00 25,07 -672,09 489,55
6326,0000 84,22 9,25 0,00 25,07 -672,09 489,55
6341,0000 84,22 9,25 0,00 25,07 -672,09 489,55
6341,0000 84,45 9,50 0,00 25,07 -672,09 489,55
6342,0000 84,45 9,50 0,00 25,07 -672,09 489,55
6357,0000 84,45 9,50 0,00 25,07 -672,10 489,55
6358,0000 84,45 9,50 0,00 25,07 -672,10 489,55
6377,0000 84,47 9,49 0,00 25,07 -672,10 489,55
6378,0000 84,47 9,49 0,00 25,08 -672,10 489,55
6379,0000 84,45 9,44 0,00 25,08 -672,10 489,55
6389,0000 84,45 9,44 0,00 25,08 -672,10 489,56
6390,0000 84,45 9,44 0,00 25,08 -672,11 489,56
6405,0000 84,38 9,38 0,00 25,08 -672,11 489,56
6428,0000 84,49 9,49 0,00 25,08 -672,11 489,56
6429,0000 84,49 9,49 0,00 25,08 -672,11 489,56
6442,0000 84,53 9,73 0,00 25,08 -672,12 489,56
6443,0000 84,53 9,73 0,00 25,08 -672,12 489,56
6454,0000 84,47 9,49 0,00 25,08 -672,12 489,56
6455,0000 84,47 9,49 0,00 25,08 -672,12 489,56
6459,0000 84,47 9,49 0,00 25,08 -672,12 489,56
6473,0000 84,40 9,56 0,00 25,08 -672,13 489,56
6474,0000 84,40 9,56 0,00 25,08 -672,13 489,56
6492,0000 84,18 9,26 0,00 25,08 -672,13 489,57
6493,0000 84,18 9,26 0,00 25,08 -672,13 489,57
6493,0000 84,18 9,26 0,00 25,08 -672,13 489,57
6516,0000 84,27 9,32 0,00 25,08 -672,13 489,57
6517,0000 84,27 9,32 0,00 25,08 -672,13 489,57
6528,0000 84,19 9,26 0,00 25,08 -672,13 489,57
6529,0000 84,19 9,26 0,00 25,08 -672,13 489,57
6530,0000 84,19 9,26 0,00 25,08 -672,13 489,57
6556,0000 84,38 9,49 0,00 25,08 -672,13 489,57
6556,0000 84,38 9,49 0,00 25,08 -672,13 489,57
6587,0000 84,21 9,42 0,00 25,08 -672,13 489,56
6589,0000 84,21 9,42 0,00 25,08 -672,13 489,56
6589,0000 84,21 9,42 0,00 25,08 -672,13 489,56
6607,0000 84,29 9,42 0,00 25,08 -672,13 489,56
6609,0000 84,29 9,42 0,00 25,08 -672,13 489,56
6619,0000 84,29 9,42 0,00 25,08 -672,13 489,57
6620,0000 84,11 9,33 0,00 25,09 -672,13 489,57
6622,0000 84,11 9,33 0,00 25,09 -672,14 489,57
6634,0000 84,11 9,33 0,00 25,09 -672,14 489,57
6635,0000 84,11 9,33 0,00 25,09 -672,14 489,57
6645,0000 84,25 9,35 0,00 25,09 -672,14 489,57
6646,0000 84,25 9,35 0,00 25,09 -672,14 489,57
6647,0000 84,25 9,35 0,00 25,09 -672,15 489,57
6659,0000 84,18 9,27 0,00 25,09 -672,15 489,57
6662,0000 84,18 9,27 0,00 25,09 -672,15 489,58
6680,0000 84,24 9,48 0,00 25,09 -672,15 489,58
6681,0000 84,24 9,48 0,00 25,10 -672,16 489,58
6682,0000 84,24 9,48 0,00 25,10 -672,16 489,58
6713,0000 84,21 9,41 0,00 25,10 -672,16 489,58
6715,0000 84,21 9,41 0,00 25,10 -672,16 489,58
6735,0000 84,15 9,48 0,00 25,10 -672,17 489,58
6745,0000 84,15 9,48 0,00 25,10 -672,17 489,59
6746,0000 84,15 9,48 0,00 25,11 -672,17 489,59
6758,0000 84,09 9,32 0,00 25,11 -672,18 489,59
6759,0000 84,09 9,32 0,00 25,11 -672,18 489,59
6777,0000 84,05 9,22 0,00 25,11 -672,18 489,59
6778,0000 84,05 9,22 0,00 25,11 -672,18 489,59
6779,0000 84,05 9,22 0,00 25,12 -672,19 489,60
6792,0000 83,33 8,56 0,00 25,12 -672,19 489,60
6793,0000 83,33 8,56 0,00 25,12 -672,19 489,60
6815,0000 83,01 8,26 0,00 25,12 -672,20 489,60
6816,0000 83,01 8,26 0,00 25,12 -672,20 489,60
6818,0000 83,01 8,26 0,00 25,13 -672,20 489,61
6829,0000 82,30 7,73 0,00 25,13 -672,20 489,61
6830,0000 82,30 7,73 0,00 25,13 -672,21 489,61
6844,0000 81,91 7,08 0,00 25,13 -672,21 489,61
6844,0000 81,91 7,08 0,00 25,13 -672,21 489,61
6845,0000 81,91 7,08 0,00 25,14 -672,22 489,61
6858,0000 81,91 7,08 0,00 25,14 -672,22 489,62
6859,0000 81,91 7,08 0,00 25,14 -672,22 489,62
6891,0000 81,76 7,01 0,00 25,15 -672,23 489,62
6895,0000 81,76 7,01 0,00 25,15 -672,24 489,62
6896,0000 81,76 7,01 0,00 25,15 -672,25 489,63
6907,0000 82,03 7,18 0,00 25,16 -672,26 489,63
6908,0000 82,03 7,18 0,00 25,16 -672,28 489,64
6921,0000 82,30 7,53 0,00 25,17 -672,29 489,65
6922,0000 82,30 7,53 0,00 25,18 -672,31 489,66
6923,0000 82,30 7,53 0,00 25,18 -672,34 489,67
6936,0000 82,37 7,54 0,00 25,19 -672,37 489,68
6959,0000 82,62 7,89 0,00 25,20 -672,40 489,69
7072,0000 81,91 7,10 0,00 25,21 -672,43 489,70
7074,0000 81,91 7,10 0,00 25,21 -672,47 489,72
7074,0000 81,91 7,10 0,00 25,22 -672,51 489,74
7156,0000 84,06 8,69 0,00 25,23 -672,55 489,75
7157,0000 84,06 8,69 0,00 25,24 -672,59 489,77
7180,0000 89,50 10,46 0,00 25,25 -672,64 489,79
7181,0000 89,50 10,46 0,00 25,26 -672,68 489,81
7186,0000 89,50 10,46 0,00 25,27 -672,73 489,83
7210,0000 94,05 11,08 0,00 25,29 -672,78 489,85
7211,0000 94,05 11,08 0,00 25,30 -672,83 489,87
7226,0000 100,15 11,44 0,00 25,31 -672,88 489,89
7227,0000 100,15 11,44 0,00 25,32 -672,92 489,91
7239,0000 107,51 11,34 0,00 25,33 -672,97 489,93
7275,0000 122,48 11,18 0,00 25,33 -673,02 489,95
7279,0000 122,48 11,18 0,00 25,34 -673,06 489,97
7290,0000 131,39 10,64 0,00 25,34 -673,10 489,99
7291,0000 131,39 10,64 0,00 25,34 -673,13 490,00
7291,0000 131,39 10,64 0,00 25,34 -673,16 490,01
7304,0000 131,39 10,64 0,00 25,32 -673,18 490,02
7305,0000 131,39 10,64 0,00 25,30 -673,18 490,01
7316,0000 138,44 10,27 0,00 25,27 -673,18 490,00
7319,0000 138,44 10,27 0,00 25,21 -673,16 489,97
7319,0000 138,44 10,27 0,00 25,14 -673,12 489,93
7334,0000 145,84 10,09 0,00 25,04 -673,06 489,88
7334,0000 145,84 10,09 0,00 24,91 -672,98 489,80
7356,0000 151,74 10,53 0,00 24,75 -672,88 489,70
7358,0000 151,74 10,53 0,00 24,56 -672,75 489,57
7359,0000 151,74 10,53 0,00 24,33 -672,59 489,41
7381,0000 160,01 9,89 0,00 24,06 -672,41 489,22
7382,0000 160,01 9,89 0,00 23,75 -672,20 489,00
7395,0000 160,01 9,89 0,00 23,40 -671,96 488,76
7396,0000 160,01 9,89 0,00 23,00 -671,70 488,48
7397,0000 160,01 9,89 0,00 22,57 -671,40 488,17
7417,0000 163,10 10,07 0,00 22,09 -671,09 487,84
7418,0000 165,08 10,20 0,00 21,57 -670,74 487,48
7438,0000 167,51 11,48 0,00 21,02 -670,38 487,09
7439,0000 167,51 11,48 0,00 20,42 -669,99 486,68
7440,0000 167,51 11,48 0,00 19,79 -669,57 486,25
7453,0000 167,51 11,48 0,00 19,12 -669,14 485,78
7454,0000 167,51 11,48 0,00 18,42 -668,68 485,30
7464,0000 168,04 11,67 0,00 17,68 -668,20 484,79
7465,0000 168,04 11,67 0,00 16,92 -667,69 484,25
7466,0000 168,04 11,67 0,00 16,12 -667,17 483,70
7478,0000 168,14 10,96 0,00 15,29 -666,63 483,12
7478,0000 168,14 10,96 0,00 14,43 -666,07 482,53
7490,0000 168,14 10,96 0,00 13,55 -665,50 481,92
7491,0000 168,14 10,96 0,00 12,65 -664,91 481,29
7491,0000 168,15 10,94 0,00 11,73 -664,30 480,65
7509,0000 168,15 10,94 0,00 10,79 -663,68 480,00
7510,0000 168,23 11,09 0,00 9,83 -663,05 479,34
7521,0000 168,23 11,09 0,00 8,86 -662,41 478,66
7522,0000 168,23 11,09 0,00 7,89 -661,77 477,98
7523,0000 168,23 11,09 0,00 6,90 -661,11 477,29
7533,0000 168,17 10,84 0,00 5,91 -660,45 476,60
7536,0000 168,17 10,84 0,00 4,91 -659,78 475,91
7547,0000 168,14 10,86 0,00 3,92 -659,12 475,22
7548,0000 168,14 10,86 0,00 2,93 -658,45 474,52
7550,0000 168,14 10,86 0,00 1,93 -657,79 473,83
7561,0000 168,14 10,86 0,00 0,95 -657,13 473,15
7562,0000 168,14 10,86 0,00 -0,03 -656,47 472,47
7583,0000 168,32 11,33 0,00 -1,01 -655,82 471,79
7584,0000 168,32 11,33 0,00 -1,97 -655,17 471,12
7624,0000 168,17 10,94 0,00 -2,93 -654,54 470,46
7636,0000 168,17 10,94 0,00 -3,87 -653,91 469,80
7638,0000 168,17 10,94 0,00 -4,81 -653,29 469,16
7655,0000 168,20 10,95 0,00 -5,73 -652,68 468,52
7656,0000 168,20 10,95 0,00 -6,64 -652,08 467,90
7657,0000 168,20 10,95 0,00 -7,53 -651,49 467,28
7678,0000 168,29 11,11 0,00 -8,41 -650,91 466,68
7680,0000 168,29 11,11 0,00 -9,27 -650,35 466,08
7690,0000 168,29 11,11 0,00 -10,12 -649,79 465,50
7691,0000 168,29 11,11 0,00 -10,95 -649,25 464,93
7692,0000 168,29 11,11 0,00 -11,77 -648,72 464,37
7711,0000 168,22 11,43 0,00 -12,56 -648,21 463,83
7711,0000 168,22 11,43 0,00 -13,35 -647,70 463,29
7729,0000 168,24 11,27 0,00 -14,11 -647,21 462,77
7729,0000 168,24 11,27 0,00 -14,86 -646,73 462,26
7730,0000 168,24 11,27 0,00 -15,59 -646,27 461,76
7761,0000 166,95 10,60 0,00 -16,30 -645,81 461,28
7762,0000 166,95 10,60 0,00 -17,00 -645,38 460,80
7773,0000 166,98 10,16 0,00 -17,68 -644,95 460,34
7774,0000 166,98 10,16 0,00 -18,34 -644,53 459,89
7775,0000 166,98 10,16 0,00 -18,99 -644,13 459,46
7793,0000 167,36 10,35 0,00 -19,62 -643,74 459,03
7811,0000 167,42 10,38 0,00 -20,23 -643,36 458,62
7832,0000 167,87 11,26 0,00 -20,83 -642,99 458,22
7832,0000 167,87 11,26 0,00 -21,40 -642,64 457,83
7833,0000 167,87 11,26 0,00 -21,97 -642,30 457,45
7856,0000 168,58 11,39 0,00 -22,51 -641,96 457,08
7857,0000 168,58 11,39 0,00 -23,04 -641,64 456,73
7871,0000 168,11 11,33 0,00 -23,56 -641,34 456,38
7873,0000 168,11 11,33 0,00 -24,05 -641,04 456,05
7873,0000 168,11 11,33 0,00 -24,54 -640,76 455,73
7885,0000 168,14 11,29 0,00 -25,00 -640,48 455,42
7885,0000 168,14 11,29 0,00 -25,45 -640,22 455,12
7896,0000 168,14 11,29 0,00 -25,89 -639,97 454,83
7897,0000 168,14 11,29 0,00 -26,32 -639,73 454,55
7898,0000 168,14 11,29 0,00 -26,73 -639,50 454,29
7909,0000 167,60 11,05 0,00 -27,12 -639,28 454,03
7909,0000 167,60 11,05 0,00 -27,50 -639,07 453,77
7948,0000 167,16 10,53 0,00 -27,88 -638,86 453,53
7950,0000 167,16 10,53 0,00 -28,23 -638,66 453,30
7950,0000 167,16 10,53 0,00 -28,58 -638,47 453,07
7971,0000 166,22 10,48 0,00 -28,91 -638,29 452,85
7972,0000 166,22 10,48 0,00 -29,24 -638,11 452,64
7989,0000 165,92 10,59 0,00 -29,55 -637,94 452,43
7990,0000 165,92 10,59 0,00 -29,85 -637,78 452,24
7991,0000 165,92 10,59 0,00 -30,14 -637,62 452,04
8005,0000 166,39 10,68 0,00 -30,42 -637,47 451,86
8005,0000 166,39 10,68 0,00 -30,69 -637,32 451,68
8042,0000 170,64 12,07 0,00 -30,95 -637,18 451,51
8043,0000 170,64 12,07 0,00 -31,20 -637,05 451,35
8044,0000 170,64 12,07 0,00 -31,44 -636,93 451,19
8073,0000 178,58 12,88 0,00 -31,67 -636,81 451,04
8073,0000 178,58 12,88 0,00 -31,89 -636,69 450,90
8085,0000 178,58 12,88 0,00 -32,10 -636,59 450,77
8086,0000 182,86 13,24 0,00 -32,30 -636,49 450,64
8087,0000 182,86 13,24 0,00 -32,49 -636,40 450,51
8099,0000 182,86 13,24 0,00 -32,68 -636,31 450,40
8100,0000 182,86 13,24 0,00 -32,85 -636,23 450,29
8110,0000 188,79 13,68 0,00 -33,02 -636,15 450,18
8111,0000 188,79 13,68 0,00 -33,19 -636,07 450,08
8112,0000 188,79 13,68 0,00 -33,35 -636,00 449,98
8134,0000 194,99 14,52 0,00 -33,52 -635,92 449,88
8134,0000 194,99 14,52 0,00 -33,68 -635,84 449,78
8159,0000 202,12 15,54 0,00 -33,84 -635,76 449,68
8159,0000 202,12 15,54 0,00 -34,01 -635,67 449,57
8160,0000 207,83 15,80 0,00 -34,18 -635,57 449,46
8174,0000 207,83 15,80 0,00 -34,36 -635,47 449,34
8202,0000 216,43 15,40 0,00 -34,55 -635,35 449,21
8215,0000 216,43 15,40 0,00 -34,75 -635,23 449,08
8216,0000 216,43 15,40 0,00 -34,96 -635,10 448,93
8217,0000 219,26 15,36 0,00 -35,18 -634,95 448,78
8258,0000 222,30 15,95 0,00 -35,42 -634,79 448,62
8259,0000 222,30 15,95 0,00 -35,68 -634,62 448,44
8270,0000 222,30 15,95 0,00 -35,95 -634,43 448,26
8270,0000 222,30 15,95 0,00 -36,24 -634,23 448,05
8271,0000 222,30 15,95 0,00 -36,55 -634,01 447,84
8291,0000 222,35 16,33 0,00 -36,89 -633,77 447,60
8292,0000 222,35 16,33 0,00 -37,25 -633,51 447,35
8305,0000 222,35 16,33 0,00 -37,63 -633,24 447,08
8306,0000 222,35 16,33 0,00 -38,04 -632,93 446,78
8307,0000 222,35 16,33 0,00 -38,48 -632,61 446,47
8318,0000 222,93 16,58 0,00 -38,95 -632,27 446,14
8319,0000 222,93 16,58 0,00 -39,44 -631,91 445,78
8330,0000 223,52 17,37 0,00 -39,96 -631,53 445,41
8331,0000 223,52 17,37 0,00 -40,50 -631,12 445,02
8332,0000 223,52 17,37 0,00 -41,06 -630,71 444,61
8349,0000 223,88 16,71 0,00 -41,65 -630,27 444,19
8350,0000 223,88 16,71 0,00 -42,25 -629,82 443,75
8362,0000 223,88 16,71 0,00 -42,87 -629,36 443,30
8363,0000 223,87 18,13 0,00 -43,50 -628,89 442,84
8363,0000 223,87 18,13 0,00 -44,14 -628,41 442,38
8375,0000 223,87 18,13 0,00 -44,80 -627,92 441,91
8376,0000 223,87 18,13 0,00 -45,46 -627,43 441,43
8387,0000 224,58 18,14 0,00 -46,12 -626,93 440,95
8388,0000 224,58 18,14 0,00 -46,79 -626,42 440,47
8389,0000 224,58 18,14 0,00 -47,46 -625,91 439,99
8405,0000 225,30 18,15 0,00 -48,13 -625,41 439,50
8406,0000 225,30 18,15 0,00 -48,80 -624,90 439,02
8424,0000 224,59 17,43 0,00 -49,47 -624,39 438,54
8425,0000 224,59 17,43 0,00 -50,13 -623,88 438,05
8426,0000 224,59 17,43 0,00 -50,79 -623,37 437,58
8441,0000 225,30 18,15 0,00 -51,44 -622,86 437,10
8442,0000 225,30 18,15 0,00 -52,09 -622,36 436,63
8454,0000 225,30 18,15 0,00 -52,74 -621,86 436,16
8455,0000 225,30 18,15 0,00 -53,37 -621,36 435,70
8456,0000 225,30 18,15 0,00 -54,00 -620,87 435,25
8475,0000 226,01 18,16 0,00 -54,62 -620,38 434,79
8477,0000 226,01 18,16 0,00 -55,23 -619,90 434,35
8494,0000 226,01 18,16 0,00 -55,83 -619,42 433,91
8495,0000 226,01 18,16 0,00 -56,42 -618,95 433,48
8496,0000 226,01 18,16 0,00 -57,00 -618,49 433,05
8508,0000 226,01 18,16 0,00 -57,57 -618,04 432,63
8509,0000 226,01 18,16 0,00 -58,14 -617,59 432,22
8527,0000 224,58 18,14 0,00 -58,69 -617,15 431,82
8533,0000 226,01 18,16 0,00 -59,23 -616,71 431,42
8534,0000 226,01 18,16 0,00 -59,76 -616,29 431,04
8547,0000 226,01 18,16 0,00 -60,28 -615,87 430,66
8548,0000 226,01 18,16 0,00 -60,79 -615,47 430,28
8558,0000 224,58 18,14 0,00 -61,29 -615,07 429,92
8560,0000 224,58 18,14 0,00 -61,78 -614,68 429,56
8561,0000 224,58 18,14 0,00 -62,26 -614,29 429,21
8577,0000 224,58 18,14 0,00 -62,73 -613,92 428,87
8578,0000 224,58 18,14 0,00 -63,19 -613,55 428,53
8588,0000 226,01 18,16 0,00 -63,64 -613,19 428,21
8589,0000 226,01 18,16 0,00 -64,07 -612,85 427,89
8590,0000 226,01 18,16 0,00 -64,50 -612,51 427,58
8601,0000 226,01 18,16 0,00 -64,91 -612,18 427,27
8602,0000 226,01 18,16 0,00 -65,32 -611,85 426,98
8623,0000 223,52 17,06 0,00 -65,71 -611,54 426,69
8624,0000 223,52 17,06 0,00 -66,09 -611,24 426,41
8626,0000 223,52 17,06 0,00 -66,46 -610,94 426,14
8639,0000 223,52 17,06 0,00 -66,82 -610,65 425,88
8640,0000 223,52 17,06 0,00 -67,17 -610,38 425,63
8652,0000 223,39 16,89 0,00 -67,51 -610,11 425,38
8653,0000 223,39 16,89 0,00 -67,84 -609,85 425,14
8653,0000 223,39 16,89 0,00 -68,16 -609,60 424,91
8664,0000 222,68 16,96 0,00 -68,47 -609,35 424,68
8667,0000 222,68 16,96 0,00 -68,77 -609,12 424,47
8678,0000 222,68 16,96 0,00 -69,06 -608,89 424,26
8679,0000 222,68 16,96 0,00 -69,34 -608,68 424,05
8679,0000 222,45 17,40 0,00 -69,61 -608,47 423,86
8692,0000 222,45 17,40 0,00 -69,87 -608,27 423,67
8692,0000 222,45 17,40 0,00 -70,12 -608,08 423,49
8704,0000 221,38 16,86 0,00 -70,37 -607,89 423,31
8710,0000 221,38 16,86 0,00 -70,60 -607,72 423,15
8711,0000 221,38 16,86 0,00 -70,82 -607,56 422,99
8723,0000 219,13 16,58 0,00 -71,04 -607,41 422,84
8724,0000 219,13 16,58 0,00 -71,24 -607,26 422,69
8746,0000 216,74 17,31 0,00 -71,44 -607,13 422,56
8747,0000 216,74 17,31 0,00 -71,63 -607,00 422,43
8748,0000 216,74 17,31 0,00 -71,81 -606,88 422,30
8766,0000 211,21 16,60 0,00 -71,98 -606,76 422,19
8767,0000 211,21 16,60 0,00 -72,14 -606,66 422,07
8782,0000 205,09 15,78 0,00 -72,29 -606,56 421,97
8783,0000 205,09 15,78 0,00 -72,44 -606,47 421,87
8784,0000 205,09 15,78 0,00 -72,57 -606,38 421,78
8795,0000 198,41 14,78 0,00 -72,70 -606,31 421,69
8796,0000 198,41 14,78 0,00 -72,81 -606,24 421,61
8811,0000 190,68 14,79 0,00 -72,92 -606,17 421,54
8812,0000 190,68 14,79 0,00 -73,01 -606,12 421,48
8813,0000 190,68 14,79 0,00 -73,09 -606,07 421,42
8888,0000 158,56 10,50 0,00 -73,16 -606,04 421,38
8888,0000 158,56 10,50 0,00 -73,21 -606,01 421,34
8921,0000 151,10 9,69 0,00 -73,25 -605,99 421,31
8922,0000 142,61 8,09 0,00 -73,27 -605,99 421,30
8923,0000 142,61 8,09 0,00 -73,27 -606,00 421,30
8936,0000 142,61 8,09 0,00 -73,24 -606,03 421,32
8937,0000 142,61 8,09 0,00 -73,20 -606,07 421,35
8949,0000 136,68 8,35 0,00 -73,12 -606,13 421,40
8950,0000 136,68 8,35 0,00 -73,02 -606,22 421,47
8951,0000 136,68 8,35 0,00 -72,87 -606,33 421,57
8965,0000 131,72 8,55 0,00 -72,69 -606,47 421,69
8966,0000 131,72 8,55 0,00 -72,46 -606,64 421,84
8977,0000 126,23 7,79 0,00 -72,18 -606,85 422,03
8978,0000 126,23 7,79 0,00 -71,85 -607,09 422,26
8979,0000 126,23 7,79 0,00 -71,46 -607,38 422,53
8997,0000 122,11 7,63 0,00 -71,02 -607,72 422,85
8998,0000 122,11 7,63 0,00 -70,52 -608,10 423,21
9009,0000 122,11 7,63 0,00 -69,96 -608,52 423,62
9010,0000 122,11 7,63 0,00 -69,34 -608,99 424,07
9011,0000 122,11 7,63 0,00 -68,66 -609,50 424,56
9032,0000 118,50 7,44 0,00 -67,93 -610,05 425,09
9033,0000 118,50 7,44 0,00 -67,14 -610,64 425,66
9044,0000 116,15 7,30 0,00 -66,30 -611,26 426,27
9045,0000 116,15 7,30 0,00 -65,41 -611,91 426,91
9046,0000 116,15 7,30 0,00 -64,48 -612,58 427,57
9056,0000 113,70 6,94 0,00 -63,51 -613,29 428,27
9057,0000 113,70 6,94 0,00 -62,50 -614,01 428,99
9069,0000 113,70 6,94 0,00 -61,45 -614,76 429,74
9069,0000 113,70 6,94 0,00 -60,37 -615,52 430,51
9070,0000 113,70 6,94 0,00 -59,26 -616,30 431,30
9104,0000 111,33 6,26 0,00 -58,12 -617,10 432,11
9105,0000 111,33 6,26 0,00 -56,96 -617,91 432,93
9123,0000 111,17 6,38 0,00 -55,78 -618,72 433,77
9124,0000 111,17 6,38 0,00 -54,58 -619,55 434,62
9125,0000 111,17 6,38 0,00 -53,36 -620,39 435,48
9136,0000 111,12 6,38 0,00 -52,13 -621,23 436,34
9137,0000 111,12 6,38 0,00 -50,89 -622,07 437,22
9149,0000 111,21 6,52 0,00 -49,65 -622,92 438,09
9151,0000 111,21 6,52 0,00 -48,39 -623,78 438,98
9152,0000 111,21 6,52 0,00 -47,14 -624,63 439,86
9163,0000 111,21 6,52 0,00 -45,88 -625,48 440,75
9164,0000 111,25 6,37 0,00 -44,62 -626,33 441,63
9174,0000 111,25 6,37 0,00 -43,36 -627,18 442,51
9177,0000 111,25 6,37 0,00 -42,11 -628,03 443,39
9178,0000 111,25 6,37 0,00 -40,87 -628,87 444,26
9188,0000 111,24 6,39 0,00 -39,63 -629,71 445,13
9189,0000 111,24 6,39 0,00 -38,40 -630,54 446,00
9203,0000 111,20 6,39 0,00 -37,19 -631,36 446,85
9204,0000 111,20 6,39 0,00 -35,99 -632,18 447,69
9205,0000 111,20 6,39 0,00 -34,80 -632,99 448,53
9217,0000 111,20 6,39 0,00 -33,63 -633,79 449,35
9219,0000 111,17 6,52 0,00 -32,48 -634,58 450,16
9231,0000 111,17 6,52 0,00 -31,34 -635,36 450,96
9232,0000 111,17 6,52 0,00 -30,22 -636,13 451,74
9233,0000 111,17 6,52 0,00 -29,13 -636,88 452,51
9247,0000 111,21 6,38 0,00 -28,05 -637,63 453,27
9247,0000 111,21 6,38 0,00 -27,00 -638,36 454,01
9259,0000 111,16 6,38 0,00 -25,96 -639,08 454,74
9260,0000 111,16 6,38 0,00 -24,95 -639,78 455,45
9261,0000 111,16 6,38 0,00 -23,97 -640,48 456,15
9289,0000 111,20 6,34 0,00 -23,00 -641,16 456,82
9290,0000 111,20 6,34 0,00 -22,06 -641,83 457,49
9329,0000 111,10 6,30 0,00 -21,15 -642,48 458,14
9329,0000 111,10 6,30 0,00 -20,25 -643,12 458,77
9330,0000 111,10 6,30 0,00 -19,38 -643,74 459,38
9341,0000 111,16 6,22 0,00 -18,53 -644,36 459,98
9342,0000 111,16 6,22 0,00 -17,71 -644,95 460,57
9354,0000 111,11 6,25 0,00 -16,91 -645,54 461,13
9356,0000 111,11 6,25 0,00 -16,13 -646,11 461,68
9357,0000 111,11 6,25 0,00 -15,37 -646,67 462,22
9371,0000 111,08 6,20 0,00 -14,64 -647,21 462,74
9372,0000 111,08 6,20 0,00 -13,93 -647,74 463,25
9392,0000 111,18 6,46 0,00 -13,24 -648,26 463,74
9393,0000 111,18 6,46 0,00 -12,57 -648,77 464,21
9394,0000 111,18 6,46 0,00 -11,93 -649,26 464,67
9417,0000 111,21 6,53 0,00 -11,30 -649,74 465,12
9418,0000 111,21 6,53 0,00 -10,69 -650,20 465,55
9429,0000 111,27 6,58 0,00 -10,11 -650,66 465,97
9431,0000 111,27 6,58 0,00 -9,54 -651,10 466,38
9432,0000 111,27 6,58 0,00 -9,00 -651,53 466,77
9445,0000 111,20 5,90 0,00 -8,47 -651,95 467,15
9447,0000 111,20 5,90 0,00 -7,96 -652,36 467,52
9471,0000 110,77 5,65 0,00 -7,47 -652,75 467,87
9472,0000 110,77 5,65 0,00 -7,00 -653,13 468,21
9473,0000 110,77 5,65 0,00 -6,54 -653,51 468,54
9491,0000 110,18 6,03 0,00 -6,10 -653,87 468,86
9492,0000 110,18 6,03 0,00 -5,68 -654,22 469,17
9506,0000 110,02 5,61 0,00 -5,27 -654,56 469,47
9507,0000 110,02 5,61 0,00 -4,88 -654,89 469,75
9509,0000 110,02 5,61 0,00 -4,50 -655,20 470,03
9550,0000 110,36 5,66 0,00 -4,14 -655,51 470,29
9552,0000 110,36 5,66 0,00 -3,79 -655,81 470,55
9562,0000 110,68 5,53 0,00 -3,45 -656,10 470,80
9563,0000 110,68 5,53 0,00 -3,13 -656,38 471,03
9564,0000 110,68 5,53 0,00 -2,82 -656,65 471,26
9578,0000 109,58 5,73 0,00 -2,52 -656,92 471,48
9580,0000 109,58 5,73 0,00 -2,24 -657,17 471,69
9590,0000 109,58 5,73 0,00 -1,96 -657,42 471,90
9592,0000 109,34 4,93 0,00 -1,70 -657,66 472,09
9592,0000 109,34 4,93 0,00 -1,44 -657,90 472,28
9609,0000 109,34 4,93 0,00 -1,20 -658,13 472,47
9609,0000 109,34 4,93 0,00 -0,97 -658,35 472,64
9624,0000 109,24 5,14 0,00 -0,74 -658,57 472,82
9627,0000 109,24 5,14 0,00 -0,53 -658,78 472,98
9628,0000 109,24 5,14 0,00 -0,32 -658,98 473,14
9640,0000 109,64 5,65 0,00 -0,12 -659,18 473,29
9640,0000 109,64 5,65 0,00 0,07 -659,37 473,44
9657,0000 109,30 4,74 0,00 0,25 -659,56 473,58
9658,0000 109,30 4,74 0,00 0,43 -659,74 473,71
9659,0000 109,30 4,74 0,00 0,60 -659,91 473,85
9669,0000 109,66 4,78 0,00 0,76 -660,09 473,97
9670,0000 109,66 4,78 0,00 0,91 -660,25 474,10
9681,0000 109,66 4,78 0,00 1,06 -660,42 474,21
9683,0000 109,66 4,78 0,00 1,21 -660,58 474,33
